Electrophile,Nucleophile,Ligand,Base,Solvent,Yld
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[Li+].CC(C)(C)[O-],CC#N,40.96
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[Li+].CC(C)(C)[O-],CC#N,59.45
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[Li+].CC(C)(C)[O-],CC#N,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,[Li+].CC(C)(C)[O-],CC#N,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[Na+].OC([O-])=O,CC#N,66.84
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,[Na+].OC([O-])=O,CC#N,63.33
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,[Na+].OC([O-])=O,CC#N,72.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[Na+].OC([O-])=O,CC#N,56.66
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[Na+].OC([O-])=O,CC#N,54.84
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,[Na+].OC([O-])=O,CC#N,64.82
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[Na+].OC([O-])=O,CC#N,81.82
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[Na+].OC([O-])=O,CC#N,32.76
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[Na+].OC([O-])=O,CC#N,52.05
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[Na+].OC([O-])=O,CC#N,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,[Na+].OC([O-])=O,CC#N,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,CCN(CC)CC,CC#N,66.29
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,CCN(CC)CC,CC#N,59.81
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,CCN(CC)CC,CC#N,69.69
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,CCN(CC)CC,CC#N,44.50
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,CCN(CC)CC,CC#N,48.63
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,CCN(CC)CC,CC#N,58.30
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,CCN(CC)CC,CC#N,52.34
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,CCN(CC)CC,CC#N,36.35
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,CCN(CC)CC,CC#N,39.49
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,CCN(CC)CC,CC#N,33.13
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,CCN(CC)CC,CC#N,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[F-].[Cs+],CC#N,47.75
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,[F-].[Cs+],CC#N,57.06
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,[F-].[Cs+],CC#N,63.33
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[F-].[Cs+],CC#N,23.61
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[F-].[Cs+],CC#N,46.95
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,[F-].[Cs+],CC#N,62.58
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[F-].[Cs+],CC#N,46.87
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[F-].[Cs+],CC#N,40.66
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[F-].[Cs+],CC#N,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[F-].[Cs+],CC#N,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,[F-].[Cs+],CC#N,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CC#N,57.08
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CC#N,55.83
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CC#N,61.32
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CC#N,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CC#N,35.31
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CC#N,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CC#N,46.71
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CC#N,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CC#N,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CC#N,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CC#N,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[OH-].[Na+],C1CCOC1,29.14
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,[OH-].[Na+],C1CCOC1,35.65
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,[OH-].[Na+],C1CCOC1,41.59
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[OH-].[Na+],C1CCOC1,26.94
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[OH-].[Na+],C1CCOC1,28.27
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,[OH-].[Na+],C1CCOC1,39.48
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[OH-].[Na+],C1CCOC1,27.91
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[OH-].[Na+],C1CCOC1,46.41
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[OH-].[Na+],C1CCOC1,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[OH-].[Na+],C1CCOC1,28.01
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,[OH-].[Na+],C1CCOC1,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[K+].[OH-],C1CCOC1,42.23
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,[K+].[OH-],C1CCOC1,39.34
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,[K+].[OH-],C1CCOC1,33.06
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[K+].[OH-],C1CCOC1,26.71
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[K+].[OH-],C1CCOC1,33.41
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,[K+].[OH-],C1CCOC1,47.95
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[K+].[OH-],C1CCOC1,34.32
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[K+].[OH-],C1CCOC1,47.28
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[K+].[OH-],C1CCOC1,31.97
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[K+].[OH-],C1CCOC1,30.57
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,[K+].[OH-],C1CCOC1,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[Li+].CC(C)(C)[O-],C1CCOC1,44.13
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,[Li+].CC(C)(C)[O-],C1CCOC1,38.91
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,[Li+].CC(C)(C)[O-],C1CCOC1,40.14
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[Li+].CC(C)(C)[O-],C1CCOC1,29.24
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[Li+].CC(C)(C)[O-],C1CCOC1,34.85
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,[Li+].CC(C)(C)[O-],C1CCOC1,38.89
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[Li+].CC(C)(C)[O-],C1CCOC1,24.73
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[Li+].CC(C)(C)[O-],C1CCOC1,42.82
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[Li+].CC(C)(C)[O-],C1CCOC1,29.50
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[Li+].CC(C)(C)[O-],C1CCOC1,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,[Li+].CC(C)(C)[O-],C1CCOC1,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[Na+].OC([O-])=O,C1CCOC1,51.92
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,[Na+].OC([O-])=O,C1CCOC1,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,[Na+].OC([O-])=O,C1CCOC1,57.56
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[Na+].OC([O-])=O,C1CCOC1,42.02
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[Na+].OC([O-])=O,C1CCOC1,43.12
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,[Na+].OC([O-])=O,C1CCOC1,59.20
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[Na+].OC([O-])=O,C1CCOC1,35.07
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[Na+].OC([O-])=O,C1CCOC1,53.50
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[Na+].OC([O-])=O,C1CCOC1,32.64
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[Na+].OC([O-])=O,C1CCOC1,42.50
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,[Na+].OC([O-])=O,C1CCOC1,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,CCN(CC)CC,C1CCOC1,40.97
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,CCN(CC)CC,C1CCOC1,46.12
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,CCN(CC)CC,C1CCOC1,47.23
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,CCN(CC)CC,C1CCOC1,25.25
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,CCN(CC)CC,C1CCOC1,36.31
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,CCN(CC)CC,C1CCOC1,52.61
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,CCN(CC)CC,C1CCOC1,38.78
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,CCN(CC)CC,C1CCOC1,40.65
